,GOOGL (NASD),,,,
Date,Open,High,Low,Close,Volume
10/14/2021,139.47,141.34,138.83,141.15,"31,927,940"
10/13/2021,137.4,138,136.52,137.58,"19,662,320"
10/12/2021,139.48,139.51,135.76,136.45,"36,332,240"
10/11/2021,139.29,140.71,138.86,138.91,"17,953,620"
10/8/2021,139.58,140.33,139.22,139.79,"26,525,840"
10/7/2021,138.89,140.04,138.65,139.23,"25,110,140"
10/6/2021,134.75,137.75,134.55,137.57,"24,364,280"
10/5/2021,134.04,137.22,134.04,136.02,"32,403,260"
10/4/2021,135.96,135.96,131.05,133.66,"51,201,940"
10/1/2021,134.45,136.91,134.07,136.54,"35,360,180"
9/30/2021,134.26,135.54,133.56,133.68,"38,028,800"
9/29/2021,136.98,137.15,133.87,134.35,"30,848,700"
9/28/2021,138.66,139.1,135.36,135.83,"45,772,200"
9/27/2021,140.8,141.94,140.07,141.07,"21,881,960"
9/24/2021,140.54,142.33,140.24,142.22,"22,983,900"
9/23/2021,140.99,141.7,140.4,141.22,"20,951,000"
9/22/2021,139.3,140.89,138.55,140.28,"25,055,560"
9/21/2021,139.75,140.01,138.28,139.03,"25,331,900"
9/20/2021,138.16,139,136.32,138.72,"46,518,040"
9/17/2021,143.03,143.45,140.47,140.8,"53,384,460"
9/16/2021,143.95,144.3,142.4,143.61,"26,195,420"
9/15/2021,142.77,144.45,141.35,144.43,"27,407,580"
9/14/2021,143,143.36,141.75,142.54,"19,673,860"
9/13/2021,141.95,142.95,141.25,142.33,"22,093,840"
9/10/2021,144.21,144.72,140.74,140.88,"36,839,340"
9/9/2021,143.84,144.31,143.18,143.54,"15,317,100"
9/8/2021,144.1,144.4,143,143.69,"18,350,220"
9/7/2021,143.83,144.57,143.62,144.28,"20,131,900"
9/3/2021,143.08,144.16,142.4,143.74,"19,854,360"
9/2/2021,145.22,145.52,143.18,143.29,"32,358,140"
9/1/2021,145,146.25,144.88,145.22,"21,936,100"
8/31/2021,145.15,145.17,144.28,144.7,"22,448,760"
8/30/2021,144.4,145.97,144.16,144.59,"24,434,200"
8/27/2021,141.65,144.51,141.5,144,"28,780,200"
8/26/2021,141.75,142.42,141.36,141.44,"20,609,320"
8/25/2021,141.63,142.19,141.38,142.08,"15,851,480"
8/24/2021,140.61,142.08,140.34,141.26,"19,267,220"
8/23/2021,137.97,140.87,137.61,140.04,"28,453,400"
8/20/2021,136,137.55,135.25,137.43,"31,193,160"
8/19/2021,134.44,136.35,134.25,135.68,"21,782,540"
8/18/2021,136.5,137.1,135.32,135.45,"19,258,940"
8/17/2021,137.75,138.27,136.08,136.66,"21,715,200"
8/16/2021,137.52,138.36,135.3,138.31,"22,398,360"
8/13/2021,137.25,137.86,137.03,137.73,"15,947,440"
8/12/2021,135.98,137.3,135.43,137.19,"16,518,860"
8/11/2021,137.18,137.68,136.27,136.28,"15,352,000"
8/10/2021,137.34,137.77,136.36,136.81,"19,414,080"
8/9/2021,135.94,137.18,135.34,136.91,"17,766,000"
8/6/2021,136.04,136.47,135.21,135.74,"20,488,120"
8/5/2021,135.68,136.35,134.85,136.25,"17,869,000"
8/4/2021,135.35,135.65,134.49,135.13,"19,676,020"
8/3/2021,135.14,135.73,133.32,135.63,"20,761,880"
8/2/2021,135.12,135.34,133.79,134.85,"21,634,200"
7/30/2021,135.04,135.3,134.26,134.73,"25,575,780"
7/29/2021,136.15,136.66,135.54,135.78,"31,715,720"
7/28/2021,136.31,138.3,135.28,136.09,"95,130,600"
7/27/2021,134.25,134.4,130.1,131.9,"54,709,480"
7/26/2021,133.33,134.24,132.3,134.04,"30,571,480"
7/23/2021,130.43,133.4,129.8,133.02,"41,506,420"
7/22/2021,127.84,128.48,127.5,128.42,"14,301,880"
7/21/2021,126.13,127.6,126.02,127.55,"20,746,180"
7/20/2021,125.53,127.04,124.35,126.21,"26,316,440"
7/19/2021,126.09,126.21,123.51,124.58,"27,967,580"
7/16/2021,127.66,127.81,126.15,126.97,"20,424,540"
7/15/2021,128.65,128.7,126.53,127.01,"24,218,800"
7/14/2021,127.96,129.33,127.91,128.24,"23,745,660"
7/13/2021,127.04,128.06,126.67,127.34,"19,246,940"
7/12/2021,126.18,127.07,125.61,126.98,"17,667,780"
7/9/2021,125.03,125.73,124.55,125.52,"18,631,680"
7/8/2021,124.03,125.6,124.02,125.04,"23,789,340"
7/7/2021,127.16,127.28,126.15,126.47,"24,059,020"
7/6/2021,125.65,126.43,124.58,126.19,"26,403,580"
7/2/2021,123.15,125.4,123.06,125.26,"26,002,180"
7/1/2021,121.73,122.59,121.53,122.44,"18,112,820"
6/30/2021,121.99,122.26,121.35,122.09,"24,473,980"
6/29/2021,122.67,123.02,121.69,122.27,"23,108,720"
6/28/2021,122.68,122.78,121.41,122.54,"28,525,420"
6/25/2021,122,122.63,121.57,122.51,"34,596,380"
6/24/2021,122.7,123.06,122.3,122.5,"21,365,140"
6/23/2021,122.09,123.1,121.83,122.13,"19,154,160"
6/22/2021,121.75,122.4,121.06,122.33,"22,390,200"
6/21/2021,120.5,122,119.9,121.81,"27,413,660"
6/18/2021,121.37,121.6,120.02,120.11,"46,115,200"
6/17/2021,120.7,122.52,120.5,121.74,"25,848,880"
6/16/2021,121.57,121.89,119.47,120.77,"26,471,860"
6/15/2021,122.45,122.78,121.06,121.42,"21,562,140"
6/14/2021,121.61,122.45,120.9,122.45,"22,097,560"
6/11/2021,122,122.09,120.95,121.51,"21,958,140"
6/10/2021,120.35,121.8,120.19,121.76,"25,907,500"
6/9/2021,120.57,120.64,119.85,120.4,"17,941,040"
6/8/2021,120.6,120.98,119.74,119.92,"24,239,840"
6/7/2021,119.47,120.23,119.05,120.12,"24,119,320"
6/4/2021,118.46,119.95,118.12,119.68,"24,458,200"
6/3/2021,117.29,117.85,116.48,117.38,"18,695,920"
6/2/2021,119.46,119.68,117.62,118.53,"21,162,920"
6/1/2021,118.72,119.29,117.71,119.06,"23,358,020"
5/28/2021,118.72,118.8,117.64,117.84,"21,490,800"
5/27/2021,119.45,119.45,117.81,118.13,"35,224,020"
5/26/2021,118.33,119.45,118.32,119.02,"21,571,960"
5/25/2021,118.6,119.2,117.75,118.14,"22,439,640"
5/24/2021,115.74,118.28,115.6,118.05,"31,832,200"
5/21/2021,115.87,115.94,114.47,114.71,"40,631,800"
5/20/2021,114.55,115.6,114.18,115.35,"32,351,000"
5/19/2021,111.42,113.75,111.27,113.58,"23,684,100"
5/18/2021,115.12,115.38,113.11,113.12,"22,203,700"
5/17/2021,113.18,114.49,112.78,114.45,"21,597,380"
5/14/2021,112.93,114.24,112.5,113.92,"31,996,580"
5/13/2021,111.31,111.97,110.34,111.45,"33,220,400"
5/12/2021,111.31,112.4,109.68,110.01,"46,375,480"
5/11/2021,112.15,114.01,111.7,113.5,"34,185,840"
5/10/2021,116.41,116.55,114.23,114.59,"30,914,580"
5/7/2021,118.19,118.56,117.31,117.6,"28,897,240"
5/6/2021,115.32,116.87,114.65,116.87,"25,190,460"
5/5/2021,116.43,116.75,115.41,115.74,"26,636,180"
5/4/2021,115.68,116.25,112.83,115.34,"44,818,640"
5/3/2021,118.25,119.08,116.78,117.15,"28,242,780"
4/30/2021,118.4,119.09,117.33,117.68,"44,856,760"
4/29/2021,119.46,120.21,118.69,119.64,"41,233,080"
4/28/2021,119.62,121.57,117.66,117.95,"81,106,800"
4/27/2021,115.88,115.92,114.31,114.55,"44,385,600"
4/26/2021,115.23,116.23,114.87,115.5,"32,037,840"
4/23/2021,113.35,115.31,113.06,115,"29,111,080"
4/22/2021,113.77,114.44,112.02,112.63,"24,145,520"
4/21/2021,113.6,114,112.24,113.92,"23,204,180"
4/20/2021,114.87,114.95,112.86,113.95,"22,288,320"
4/19/2021,113.51,115.2,113.51,114.49,"30,289,400"
4/16/2021,114.46,114.71,113.55,114.14,"26,282,780"
4/15/2021,113.1,114.8,112.56,114.26,"29,174,980"
4/14/2021,113.37,113.37,111.8,112.1,"21,002,860"
4/13/2021,112.55,113.17,112.15,112.72,"25,681,560"
4/12/2021,112.71,112.84,111.39,112.23,"25,023,660"
4/9/2021,112.27,113.7,111.86,113.53,"26,145,300"
4/8/2021,113.2,113.59,112.15,112.52,"28,664,280"
4/7/2021,110.66,112.23,110.66,111.95,"24,133,920"
4/6/2021,110.55,111.4,110.09,110.46,"35,240,780"
4/5/2021,107.36,111.45,107.26,110.95,"48,509,600"
4/1/2021,104.61,106.79,104.57,106.49,"39,880,100"
3/31/2021,102.72,104.31,102.35,103.13,"42,569,640"
3/30/2021,102.65,103.13,101.81,102.32,"27,317,120"
3/29/2021,101.11,102.46,100.27,102.29,"26,492,620"
3/26/2021,101.59,101.97,100.19,101.24,"27,977,500"
3/25/2021,101.45,102.28,99.8,101.62,"35,615,740"
3/24/2021,102.59,103.38,101.45,101.63,"25,217,060"
3/23/2021,102,103.21,101.4,102.07,"28,509,120"
3/22/2021,101.38,102.42,100.7,101.53,"33,535,420"
3/19/2021,101.49,101.85,100.15,101.35,"46,071,920"
3/18/2021,102.41,103.44,100.96,101.07,"31,712,960"
3/17/2021,103.42,104.95,102.21,104.11,"26,382,520"
3/16/2021,103.3,105.68,102.96,104.19,"31,900,300"
3/15/2021,102.25,102.75,101.39,102.72,"26,214,820"
3/12/2021,103.82,103.88,101.62,102.5,"33,817,980"
3/11/2021,102.91,105.56,102.82,105.03,"27,702,600"
3/10/2021,103.07,103.07,100.97,101.81,"27,100,080"
3/9/2021,102.49,103.2,101.78,102.02,"33,920,620"
3/8/2021,104.2,105.69,100.26,100.38,"36,867,420"
3/5/2021,103.06,105.31,101.39,104.85,"53,099,540"
3/4/2021,100.74,103.73,100.27,101.7,"49,215,720"
3/3/2021,102.6,103.8,99.7,100.57,"33,892,900"
3/2/2021,103.24,104.74,102.83,103.22,"25,563,680"
3/1/2021,102.4,103.81,101.72,103.48,"26,061,780"
2/26/2021,101.5,102.83,100.05,101.1,"40,041,280"
2/25/2021,102.8,104.15,100.32,100.8,"41,548,180"
2/24/2021,101.5,104.42,101.38,104.19,"22,608,740"
2/23/2021,100.7,103.63,99.51,103.01,"34,657,980"
2/22/2021,102.68,104.02,102.4,102.71,"29,466,340"
2/19/2021,105.39,105.93,104.17,104.44,"37,938,780"
2/18/2021,105.25,106.1,104.67,105.29,"22,570,980"
2/17/2021,104.7,106.12,104.42,105.93,"20,303,540"
2/16/2021,104.59,107.26,104.59,105.54,"31,003,900"
2/12/2021,103.99,104.98,103.68,104.75,"18,990,500"
2/11/2021,104.55,104.7,103.44,104.44,"20,480,580"
2/10/2021,104.16,104.94,102.61,104.32,"25,101,600"
2/9/2021,103.74,104.93,103.5,103.77,"21,891,660"
2/8/2021,105,105.75,103.17,104.23,"28,828,860"
2/5/2021,102.98,104.8,102.5,104.44,"29,865,120"
2/4/2021,103.03,103.47,101.76,102.68,"48,595,600"
2/3/2021,103.28,105.33,100.68,102.94,"97,881,640"
2/2/2021,95.66,97.47,95.32,95.96,"66,332,400"
2/1/2021,92.23,95.78,92.23,94.65,"40,252,060"
1/29/2021,91.7,92.38,90.08,91.37,"44,530,180"
1/28/2021,91.55,94.4,91.55,92.66,"55,278,100"
1/27/2021,93.75,94.02,89.86,90.95,"82,512,620"
1/26/2021,94.3,95.79,93.81,95.4,"31,461,560"
1/25/2021,95.64,96.09,92.96,94.71,"50,586,920"
1/22/2021,94.57,95.22,93.82,94.63,"32,743,900"
1/21/2021,94.68,96.6,93.97,94.21,"58,659,460"
1/20/2021,91.32,94.99,90.98,94,"64,151,400"
1/19/2021,87.15,90.19,86.64,89.22,"41,659,020"
1/15/2021,86.45,87.38,85.59,86.38,"31,444,280"
1/14/2021,87.44,88.38,86.3,86.55,"29,212,340"
1/13/2021,86.37,87.82,86.37,87.36,"23,431,800"
1/12/2021,87.27,88.4,85.82,86.87,"29,534,300"
1/11/2021,88.85,89.22,87.61,87.81,"34,812,360"
1/8/2021,88.86,89.97,88.06,89.89,"35,484,520"
1/7/2021,86.34,88.89,86.34,88.72,"41,936,580"
1/6/2021,85.01,87.2,84.81,86.14,"46,588,020"
1/5/2021,86.25,87.34,85.85,87,"20,359,240"
1/4/2021,88,88.12,85.36,86.31,"37,323,900"
12/31/2020,86.86,87.88,86.8,87.63,"21,069,580"
12/30/2020,88.25,88.39,86.4,86.81,"21,026,160"
12/29/2020,89.36,89.42,87.76,87.89,"19,725,740"
12/28/2020,87.25,89.35,87.09,88.7,"27,650,740"
