,UBER (NYSE),,,,
Date,Open,High,Low,Close,Volume
3/29/2021,54.8,54.8,52.85,53.35,"9,724,766"
3/26/2021,54.41,55.25,53.52,54.71,"13,528,233"
3/25/2021,52,54.28,51.8,53.89,"13,210,740"
3/24/2021,54.46,54.96,52.54,52.57,"13,700,843"
3/23/2021,55.63,55.63,53.11,53.49,"14,513,457"
3/22/2021,57.25,57.61,55.47,55.69,"14,149,412"
3/19/2021,55.48,57.18,54.34,57.08,"17,396,297"
3/18/2021,56.63,57.48,55.21,55.69,"15,742,985"
3/17/2021,57.07,57.57,55.54,56.36,"25,509,926"
3/16/2021,59.99,61.02,58.38,58.85,"12,885,725"
3/15/2021,60.35,60.53,59.12,60.19,"14,993,629"
3/12/2021,58.97,60.59,57.62,60.35,"14,839,307"
3/11/2021,58.8,59.48,58.22,58.95,"17,293,752"
3/10/2021,57.21,58.9,56.27,57.68,"27,997,015"
3/9/2021,56,56.15,54.72,55.25,"17,192,937"
3/8/2021,55.5,56.45,52.89,53.2,"19,912,065"
3/5/2021,54.28,55.83,50.81,55.54,"31,576,175"
3/4/2021,55.75,57.16,51.61,53.07,"27,409,574"
3/3/2021,55.93,57.8,54.65,56.11,"28,485,381"
3/2/2021,55.54,55.62,54.19,54.65,"15,199,537"
3/1/2021,53.67,54.76,53.3,54.4,"18,481,137"
2/26/2021,52.07,52.75,50.61,51.75,"16,349,839"
2/25/2021,54.58,54.6,50.86,51.45,"27,049,080"
2/24/2021,54.95,55.15,53.66,53.91,"24,626,966"
2/23/2021,53.5,56.37,51.89,56,"23,947,540"
2/22/2021,57.76,58.1,54.82,55.31,"25,565,420"
2/19/2021,58.36,60.46,58.11,58.39,"28,097,000"
2/18/2021,60,60.29,58.23,59,"15,135,647"
2/17/2021,60.33,60.95,58.95,60.81,"12,669,988"
2/16/2021,61.02,61.31,59.84,60.52,"15,413,075"
2/12/2021,60.12,60.93,59.32,60.63,"14,607,832"
2/11/2021,63.25,64.05,60.4,60.71,"41,363,413"
2/10/2021,62,63.5,60.8,63.18,"36,972,931"
2/9/2021,58.91,61.06,58.62,59.61,"23,510,740"
2/8/2021,59.7,60.11,58.69,59.29,"18,410,638"
2/5/2021,58.16,58.71,57.37,58.58,"15,729,172"
2/4/2021,56.45,57.85,56.11,57.85,"13,847,255"
2/3/2021,57.87,58.13,56.74,57.12,"13,519,011"
2/2/2021,55.11,58.03,54.89,56.46,"30,286,801"
2/1/2021,52.12,52.9,51.35,52.76,"15,570,904"
1/29/2021,50.63,51.49,49.64,50.93,"18,743,234"
1/28/2021,50.12,52.52,49.88,51.58,"28,114,698"
1/27/2021,49.97,50.86,47.15,48.11,"33,283,424"
1/26/2021,54.62,55.52,51.53,51.92,"25,677,017"
1/25/2021,54.5,54.52,49.65,54.29,"40,890,094"
1/22/2021,55.25,55.47,54.01,54.31,"19,570,506"
1/21/2021,56.57,57,55.31,55.79,"13,432,029"
1/20/2021,57,57.98,55.47,56.38,"16,904,343"
1/19/2021,56.39,56.84,55,56.3,"16,953,659"
1/15/2021,57.49,57.9,55,55.52,"23,708,804"
1/14/2021,60,60.03,56.7,56.91,"26,561,002"
1/13/2021,58.54,59.88,57.53,59.4,"24,178,501"
1/12/2021,55.5,59.39,55,58.54,"52,151,405"
1/11/2021,53.11,55,52.99,54.59,"23,213,840"
1/8/2021,54.4,54.79,52.58,53.28,"37,999,442"
1/7/2021,53.37,56.25,53.2,56.13,"23,737,543"
1/6/2021,53.31,54.07,52,52.48,"17,738,115"
1/5/2021,51,54.19,50.76,54.01,"21,403,169"
1/4/2021,52.22,52.32,49.64,51.14,"17,291,804"
12/31/2020,53.28,53.28,51,51,"13,282,786"
12/30/2020,52.72,53.85,52.22,53.15,"9,518,600"
12/29/2020,52.33,52.99,51.47,52.27,"10,140,561"
12/28/2020,53.02,53.13,51.56,51.97,"12,058,981"
