,AMZN (NASD),,,,
Date,Open,High,Low,Close,Volume
3/15/2021,153.73,154.11,151.6,154.08,"58,371,840"
3/12/2021,153.75,154.95,152.28,154.47,"48,437,760"
3/11/2021,155.2,156.59,154.15,155.68,"55,527,820"
3/10/2021,154.92,155.82,151.5,152.88,"60,249,780"
3/9/2021,150.9,154.55,150.26,153.14,"80,600,640"
3/8/2021,150.75,153.23,147.57,147.6,"83,700,160"
3/5/2021,150.25,150.45,144.05,150.02,"107,771,020"
3/4/2021,150.6,152.91,147.27,148.88,"109,631,560"
3/3/2021,154.06,155.39,149.75,150.25,"79,774,500"
3/2/2021,157.17,158.18,154.36,154.73,"51,915,240"
3/1/2021,156.39,157.48,154.9,157.31,"54,679,260"
2/26/2021,154.76,156.12,151.83,154.65,"85,518,600"
2/25/2021,156.84,158.91,152.39,152.86,"90,676,020"
2/24/2021,158.34,158.56,156.27,157.98,"60,225,500"
2/23/2021,156.35,160.24,154.68,159.73,"93,544,440"
2/22/2021,160.41,161.62,158.61,159.04,"70,313,580"
2/19/2021,166.41,166.68,162.29,162.5,"86,103,680"
2/18/2021,164.12,166.9,163.7,166.41,"60,672,140"
2/17/2021,163.18,166.05,162.97,165.43,"66,041,980"
2/16/2021,162.7,165.42,162.68,163.45,"51,494,420"
2/12/2021,162.5,164.01,161.67,163.89,"46,706,780"
2/11/2021,164.6,164.6,162.4,163.11,"46,028,340"
2/10/2021,165.7,165.9,162.7,164.33,"63,031,000"
2/9/2021,165.62,166.9,164.89,165.25,"44,070,520"
2/8/2021,167.93,168.25,165.2,166.15,"65,147,820"
2/5/2021,165.95,168.85,165.14,167.61,"72,416,160"
2/4/2021,166.5,167.35,163.89,166.55,"73,413,220"
2/3/2021,171.25,171.7,165.43,165.63,"141,775,620"
2/2/2021,169,171.39,168.06,169,"141,972,740"
2/1/2021,162.12,167.51,161.75,167.14,"83,204,240"
1/29/2021,161.5,161.85,159.23,160.31,"85,871,120"
1/28/2021,161.75,165.08,161.43,161.88,"62,984,560"
1/27/2021,167.07,167.33,160.35,161.63,"93,203,160"
1/26/2021,164.82,166.9,164.14,166.31,"59,104,700"
1/25/2021,166.43,168.19,162.16,164.7,"74,995,160"
1/22/2021,165.22,166.1,164.16,164.61,"56,438,280"
1/21/2021,164.65,167.43,164.48,165.35,"98,901,020"
1/20/2021,159.1,163.99,158.75,163.17,"106,196,700"
1/19/2021,155.35,157.25,154.8,156.04,"66,102,840"
1/15/2021,156.15,157.13,154.76,155.21,"84,879,900"
1/14/2021,158.38,158.9,156.03,156.37,"61,418,380"
1/13/2021,156.42,159.5,156.1,158.29,"66,424,880"
1/12/2021,156,157.11,154.3,156.04,"70,291,640"
1/11/2021,157.4,157.82,155.5,155.71,"73,381,900"
1/8/2021,159,159.53,157.11,159.14,"70,754,880"
1/7/2021,157.85,160.43,157.75,158.11,"70,290,900"
1/6/2021,157.32,159.88,156.56,156.92,"87,896,300"
1/5/2021,158.3,161.17,158.25,160.93,"53,110,960"
1/4/2021,163.5,163.6,157.2,159.33,"88,228,980"
12/31/2020,163.75,164.15,162.06,162.85,"59,144,120"
12/30/2020,167.05,167.11,164.12,164.29,"64,186,200"
12/29/2020,165.5,167.53,164.06,166.1,"97,458,660"
12/28/2020,159.7,165.2,158.63,164.2,"113,735,740"
